,text,intent
18518,colpisci la pianta nel vaso ,Throw
18519,colpisci la pianta nel vaso con quella chiave ,Throw
18520,colpisci la pianta nel vaso usando quella chiave ,Throw
18521,lancia quella chiave contro la pianta nel vaso ,Throw
18522,scaglia quella chiave contro la pianta nel vaso ,Throw
18523,scaraventa quella chiave contro la pianta nel vaso ,Throw
18524,puoi colpire la pianta nel vaso ,Throw
18525,puoi colpire la pianta nel vaso con quella chiave ,Throw
18526,puoi colpire la pianta nel vaso usando quella chiave ,Throw
18527,puoi lanciare quella chiave contro la pianta nel vaso ,Throw
18528,puoi scagliare quella chiave contro la pianta nel vaso ,Throw
18529,puoi scaraventare quella chiave contro la pianta nel vaso ,Throw
18530,potresti colpire la pianta nel vaso ,Throw
18531,potresti colpire la pianta nel vaso con quella chiave ,Throw
18532,potresti colpire la pianta nel vaso usando quella chiave ,Throw
18533,potresti lanciare quella chiave contro la pianta nel vaso ,Throw
18534,potresti scagliare quella chiave contro la pianta nel vaso ,Throw
18535,potresti scaraventare quella chiave contro la pianta nel vaso ,Throw
18536,colpiresti la pianta nel vaso ,Throw
18537,lanceresti quella chiave contro la pianta nel vaso ,Throw
18538,scaglieresti quella chiave contro la pianta nel vaso ,Throw
18539,scaraventeresti quella chiave contro la pianta nel vaso ,Throw
18540,colpisci questo osso ,Throw
18541,colpisci questo osso con quella chiave ,Throw
18542,colpisci questo osso usando quella chiave ,Throw
18543,lancia quella chiave contro questo osso ,Throw
18544,scaglia quella chiave contro questo osso ,Throw
18545,scaraventa quella chiave contro questo osso ,Throw
18546,puoi colpire questo osso ,Throw
18547,puoi colpire questo osso con quella chiave ,Throw
18548,puoi colpire questo osso usando quella chiave ,Throw
18549,puoi lanciare quella chiave contro questo osso ,Throw
18550,puoi scagliare quella chiave contro questo osso ,Throw
18551,puoi scaraventare quella chiave contro questo osso ,Throw
18552,potresti colpire questo osso ,Throw
18553,potresti colpire questo osso con quella chiave ,Throw
18554,potresti colpire questo osso usando quella chiave ,Throw
18555,potresti lanciare quella chiave contro questo osso ,Throw
18556,potresti scagliare quella chiave contro questo osso ,Throw
18557,potresti scaraventare quella chiave contro questo osso ,Throw
18558,colpiresti questo osso ,Throw
18559,lanceresti quella chiave contro questo osso ,Throw
18560,scaglieresti quella chiave contro questo osso ,Throw
18561,scaraventeresti quella chiave contro questo osso ,Throw
18562,colpisci quell osso ,Throw
18563,colpisci quell osso con quella chiave ,Throw
18564,colpisci quell osso usando quella chiave ,Throw
18565,lancia quella chiave contro quell osso ,Throw
18566,scaglia quella chiave contro quell osso ,Throw
18567,scaraventa quella chiave contro quell osso ,Throw
18568,puoi colpire quell osso ,Throw
18569,puoi colpire quell osso con quella chiave ,Throw
18570,puoi colpire quell osso usando quella chiave ,Throw
18571,puoi lanciare quella chiave contro quell osso ,Throw
18572,puoi scagliare quella chiave contro quell osso ,Throw
18573,puoi scaraventare quella chiave contro quell osso ,Throw
18574,potresti colpire quell osso ,Throw
18575,potresti colpire quell osso con quella chiave ,Throw
18576,potresti colpire quell osso usando quella chiave ,Throw
18577,potresti lanciare quella chiave contro quell osso ,Throw
18578,potresti scagliare quella chiave contro quell osso ,Throw
18579,potresti scaraventare quella chiave contro quell osso ,Throw
18580,colpiresti quell osso ,Throw
18581,lanceresti quella chiave contro quell osso ,Throw
18582,scaglieresti quella chiave contro quell osso ,Throw
18583,scaraventeresti quella chiave contro quell osso ,Throw
18584,colpisci l osso ,Throw
18585,colpisci l osso con quella chiave ,Throw
18586,colpisci l osso usando quella chiave ,Throw
18587,lancia quella chiave contro l osso ,Throw
18588,scaglia quella chiave contro l osso ,Throw
18589,scaraventa quella chiave contro l osso ,Throw
18590,puoi colpire l osso ,Throw
18591,puoi colpire l osso con quella chiave ,Throw
18592,puoi colpire l osso usando quella chiave ,Throw
18593,puoi lanciare quella chiave contro l osso ,Throw
18594,puoi scagliare quella chiave contro l osso ,Throw
18595,puoi scaraventare quella chiave contro l osso ,Throw
18596,potresti colpire l osso ,Throw
18597,potresti colpire l osso con quella chiave ,Throw
18598,potresti colpire l osso usando quella chiave ,Throw
18599,potresti lanciare quella chiave contro l osso ,Throw
18600,potresti scagliare quella chiave contro l osso ,Throw
18601,potresti scaraventare quella chiave contro l osso ,Throw
18602,colpiresti l osso ,Throw
18603,lanceresti quella chiave contro l osso ,Throw
18604,scaglieresti quella chiave contro l osso ,Throw
18605,scaraventeresti quella chiave contro l osso ,Throw
18606,colpisci questo gioco ,Throw
18607,colpisci questo gioco con quella chiave ,Throw
18608,colpisci questo gioco usando quella chiave ,Throw
18609,lancia quella chiave contro questo gioco ,Throw
18610,scaglia quella chiave contro questo gioco ,Throw
18611,scaraventa quella chiave contro questo gioco ,Throw
18612,puoi colpire questo gioco ,Throw
18613,puoi colpire questo gioco con quella chiave ,Throw
18614,puoi colpire questo gioco usando quella chiave ,Throw
18615,puoi lanciare quella chiave contro questo gioco ,Throw
18616,puoi scagliare quella chiave contro questo gioco ,Throw
18617,puoi scaraventare quella chiave contro questo gioco ,Throw
18618,potresti colpire questo gioco ,Throw
18619,potresti colpire questo gioco con quella chiave ,Throw
18620,potresti colpire questo gioco usando quella chiave ,Throw
18621,potresti lanciare quella chiave contro questo gioco ,Throw
18622,potresti scagliare quella chiave contro questo gioco ,Throw
18623,potresti scaraventare quella chiave contro questo gioco ,Throw
18624,colpiresti questo gioco ,Throw
18625,lanceresti quella chiave contro questo gioco ,Throw
18626,scaglieresti quella chiave contro questo gioco ,Throw
18627,scaraventeresti quella chiave contro questo gioco ,Throw
18628,colpisci quel gioco ,Throw
18629,colpisci quel gioco con quella chiave ,Throw
18630,colpisci quel gioco usando quella chiave ,Throw
18631,lancia quella chiave contro quel gioco ,Throw
18632,scaglia quella chiave contro quel gioco ,Throw
18633,scaraventa quella chiave contro quel gioco ,Throw
18634,puoi colpire quel gioco ,Throw
18635,puoi colpire quel gioco con quella chiave ,Throw
18636,puoi colpire quel gioco usando quella chiave ,Throw
18637,puoi lanciare quella chiave contro quel gioco ,Throw
18638,puoi scagliare quella chiave contro quel gioco ,Throw
18639,puoi scaraventare quella chiave contro quel gioco ,Throw
18640,potresti colpire quel gioco ,Throw
18641,potresti colpire quel gioco con quella chiave ,Throw
18642,potresti colpire quel gioco usando quella chiave ,Throw
18643,potresti lanciare quella chiave contro quel gioco ,Throw
18644,potresti scagliare quella chiave contro quel gioco ,Throw
18645,potresti scaraventare quella chiave contro quel gioco ,Throw
18646,colpiresti quel gioco ,Throw
18647,lanceresti quella chiave contro quel gioco ,Throw
18648,scaglieresti quella chiave contro quel gioco ,Throw
18649,scaraventeresti quella chiave contro quel gioco ,Throw
18650,colpisci il gioco ,Throw
18651,colpisci il gioco con quella chiave ,Throw
18652,colpisci il gioco usando quella chiave ,Throw
18653,lancia quella chiave contro il gioco ,Throw
18654,scaglia quella chiave contro il gioco ,Throw
18655,scaraventa quella chiave contro il gioco ,Throw
18656,puoi colpire il gioco ,Throw
18657,puoi colpire il gioco con quella chiave ,Throw
18658,puoi colpire il gioco usando quella chiave ,Throw
18659,puoi lanciare quella chiave contro il gioco ,Throw
18660,puoi scagliare quella chiave contro il gioco ,Throw
18661,puoi scaraventare quella chiave contro il gioco ,Throw
18662,potresti colpire il gioco ,Throw
18663,potresti colpire il gioco con quella chiave ,Throw
18664,potresti colpire il gioco usando quella chiave ,Throw
18665,potresti lanciare quella chiave contro il gioco ,Throw
18666,potresti scagliare quella chiave contro il gioco ,Throw
18667,potresti scaraventare quella chiave contro il gioco ,Throw
18668,colpiresti il gioco ,Throw
18669,lanceresti quella chiave contro il gioco ,Throw
18670,scaglieresti quella chiave contro il gioco ,Throw
18671,scaraventeresti quella chiave contro il gioco ,Throw
18672,colpisci questo giochino ,Throw
18673,colpisci questo giochino con quella chiave ,Throw
18674,colpisci questo giochino usando quella chiave ,Throw
18675,lancia quella chiave contro questo giochino ,Throw
18676,scaglia quella chiave contro questo giochino ,Throw
18677,scaraventa quella chiave contro questo giochino ,Throw
18678,puoi colpire questo giochino ,Throw
18679,puoi colpire questo giochino con quella chiave ,Throw
18680,puoi colpire questo giochino usando quella chiave ,Throw
18681,puoi lanciare quella chiave contro questo giochino ,Throw
18682,puoi scagliare quella chiave contro questo giochino ,Throw
18683,puoi scaraventare quella chiave contro questo giochino ,Throw
18684,potresti colpire questo giochino ,Throw
18685,potresti colpire questo giochino con quella chiave ,Throw
18686,potresti colpire questo giochino usando quella chiave ,Throw
18687,potresti lanciare quella chiave contro questo giochino ,Throw
18688,potresti scagliare quella chiave contro questo giochino ,Throw
18689,potresti scaraventare quella chiave contro questo giochino ,Throw
18690,colpiresti questo giochino ,Throw
18691,lanceresti quella chiave contro questo giochino ,Throw
18692,scaglieresti quella chiave contro questo giochino ,Throw
18693,scaraventeresti quella chiave contro questo giochino ,Throw
18694,colpisci quel giochino ,Throw
18695,colpisci quel giochino con quella chiave ,Throw
18696,colpisci quel giochino usando quella chiave ,Throw
18697,lancia quella chiave contro quel giochino ,Throw
18698,scaglia quella chiave contro quel giochino ,Throw
18699,scaraventa quella chiave contro quel giochino ,Throw
18700,puoi colpire quel giochino ,Throw
18701,puoi colpire quel giochino con quella chiave ,Throw
18702,puoi colpire quel giochino usando quella chiave ,Throw
18703,puoi lanciare quella chiave contro quel giochino ,Throw
18704,puoi scagliare quella chiave contro quel giochino ,Throw
18705,puoi scaraventare quella chiave contro quel giochino ,Throw
18706,potresti colpire quel giochino ,Throw
18707,potresti colpire quel giochino con quella chiave ,Throw
18708,potresti colpire quel giochino usando quella chiave ,Throw
18709,potresti lanciare quella chiave contro quel giochino ,Throw
18710,potresti scagliare quella chiave contro quel giochino ,Throw
18711,potresti scaraventare quella chiave contro quel giochino ,Throw
18712,colpiresti quel giochino ,Throw
18713,lanceresti quella chiave contro quel giochino ,Throw
18714,scaglieresti quella chiave contro quel giochino ,Throw
18715,scaraventeresti quella chiave contro quel giochino ,Throw
18716,colpisci il giochino ,Throw
18717,colpisci il giochino con quella chiave ,Throw
18718,colpisci il giochino usando quella chiave ,Throw
18719,lancia quella chiave contro il giochino ,Throw
18720,scaglia quella chiave contro il giochino ,Throw
18721,scaraventa quella chiave contro il giochino ,Throw
18722,puoi colpire il giochino ,Throw
18723,puoi colpire il giochino con quella chiave ,Throw
18724,puoi colpire il giochino usando quella chiave ,Throw
18725,puoi lanciare quella chiave contro il giochino ,Throw
18726,puoi scagliare quella chiave contro il giochino ,Throw
18727,puoi scaraventare quella chiave contro il giochino ,Throw
18728,potresti colpire il giochino ,Throw
18729,potresti colpire il giochino con quella chiave ,Throw
18730,potresti colpire il giochino usando quella chiave ,Throw
18731,potresti lanciare quella chiave contro il giochino ,Throw
18732,potresti scagliare quella chiave contro il giochino ,Throw
18733,potresti scaraventare quella chiave contro il giochino ,Throw
18734,colpiresti il giochino ,Throw
18735,lanceresti quella chiave contro il giochino ,Throw
18736,scaglieresti quella chiave contro il giochino ,Throw
18737,scaraventeresti quella chiave contro il giochino ,Throw
18738,colpisci questo giochetto ,Throw
18739,colpisci questo giochetto con quella chiave ,Throw
18740,colpisci questo giochetto usando quella chiave ,Throw
18741,lancia quella chiave contro questo giochetto ,Throw
18742,scaglia quella chiave contro questo giochetto ,Throw
18743,scaraventa quella chiave contro questo giochetto ,Throw
18744,puoi colpire questo giochetto ,Throw
18745,puoi colpire questo giochetto con quella chiave ,Throw
18746,puoi colpire questo giochetto usando quella chiave ,Throw
18747,puoi lanciare quella chiave contro questo giochetto ,Throw
18748,puoi scagliare quella chiave contro questo giochetto ,Throw
18749,puoi scaraventare quella chiave contro questo giochetto ,Throw
18750,potresti colpire questo giochetto ,Throw
18751,potresti colpire questo giochetto con quella chiave ,Throw
18752,potresti colpire questo giochetto usando quella chiave ,Throw
18753,potresti lanciare quella chiave contro questo giochetto ,Throw
18754,potresti scagliare quella chiave contro questo giochetto ,Throw
18755,potresti scaraventare quella chiave contro questo giochetto ,Throw
18756,colpiresti questo giochetto ,Throw
18757,lanceresti quella chiave contro questo giochetto ,Throw
18758,scaglieresti quella chiave contro questo giochetto ,Throw
18759,scaraventeresti quella chiave contro questo giochetto ,Throw
18760,colpisci quel giochetto ,Throw
18761,colpisci quel giochetto con quella chiave ,Throw
18762,colpisci quel giochetto usando quella chiave ,Throw
18763,lancia quella chiave contro quel giochetto ,Throw
18764,scaglia quella chiave contro quel giochetto ,Throw
18765,scaraventa quella chiave contro quel giochetto ,Throw
18766,puoi colpire quel giochetto ,Throw
18767,puoi colpire quel giochetto con quella chiave ,Throw
18768,puoi colpire quel giochetto usando quella chiave ,Throw
18769,puoi lanciare quella chiave contro quel giochetto ,Throw
18770,puoi scagliare quella chiave contro quel giochetto ,Throw
18771,puoi scaraventare quella chiave contro quel giochetto ,Throw
18772,potresti colpire quel giochetto ,Throw
18773,potresti colpire quel giochetto con quella chiave ,Throw
18774,potresti colpire quel giochetto usando quella chiave ,Throw
18775,potresti lanciare quella chiave contro quel giochetto ,Throw
18776,potresti scagliare quella chiave contro quel giochetto ,Throw
18777,potresti scaraventare quella chiave contro quel giochetto ,Throw
18778,colpiresti quel giochetto ,Throw
18779,lanceresti quella chiave contro quel giochetto ,Throw
18780,scaglieresti quella chiave contro quel giochetto ,Throw
18781,scaraventeresti quella chiave contro quel giochetto ,Throw
18782,colpisci il giochetto ,Throw
18783,colpisci il giochetto con quella chiave ,Throw
18784,colpisci il giochetto usando quella chiave ,Throw
18785,lancia quella chiave contro il giochetto ,Throw
18786,scaglia quella chiave contro il giochetto ,Throw
18787,scaraventa quella chiave contro il giochetto ,Throw
18788,puoi colpire il giochetto ,Throw
18789,puoi colpire il giochetto con quella chiave ,Throw
18790,puoi colpire il giochetto usando quella chiave ,Throw
18791,puoi lanciare quella chiave contro il giochetto ,Throw
18792,puoi scagliare quella chiave contro il giochetto ,Throw
18793,puoi scaraventare quella chiave contro il giochetto ,Throw
18794,potresti colpire il giochetto ,Throw
18795,potresti colpire il giochetto con quella chiave ,Throw
18796,potresti colpire il giochetto usando quella chiave ,Throw
18797,potresti lanciare quella chiave contro il giochetto ,Throw
18798,potresti scagliare quella chiave contro il giochetto ,Throw
18799,potresti scaraventare quella chiave contro il giochetto ,Throw
18800,colpiresti il giochetto ,Throw
18801,lanceresti quella chiave contro il giochetto ,Throw
18802,scaglieresti quella chiave contro il giochetto ,Throw
18803,scaraventeresti quella chiave contro il giochetto ,Throw
18804,colpisci questa cuccia ,Throw
18805,colpisci questa cuccia con quella chiave ,Throw
18806,colpisci questa cuccia usando quella chiave ,Throw
18807,lancia quella chiave contro questa cuccia ,Throw
18808,scaglia quella chiave contro questa cuccia ,Throw
18809,scaraventa quella chiave contro questa cuccia ,Throw
18810,puoi colpire questa cuccia ,Throw
18811,puoi colpire questa cuccia con quella chiave ,Throw
18812,puoi colpire questa cuccia usando quella chiave ,Throw
18813,puoi lanciare quella chiave contro questa cuccia ,Throw
18814,puoi scagliare quella chiave contro questa cuccia ,Throw
18815,puoi scaraventare quella chiave contro questa cuccia ,Throw
18816,potresti colpire questa cuccia ,Throw
18817,potresti colpire questa cuccia con quella chiave ,Throw
18818,potresti colpire questa cuccia usando quella chiave ,Throw
18819,potresti lanciare quella chiave contro questa cuccia ,Throw
18820,potresti scagliare quella chiave contro questa cuccia ,Throw
18821,potresti scaraventare quella chiave contro questa cuccia ,Throw
18822,colpiresti questa cuccia ,Throw
18823,lanceresti quella chiave contro questa cuccia ,Throw
18824,scaglieresti quella chiave contro questa cuccia ,Throw
18825,scaraventeresti quella chiave contro questa cuccia ,Throw
18826,colpisci quella cuccia ,Throw
18827,colpisci quella cuccia con quella chiave ,Throw
18828,colpisci quella cuccia usando quella chiave ,Throw
18829,lancia quella chiave contro quella cuccia ,Throw
18830,scaglia quella chiave contro quella cuccia ,Throw
18831,scaraventa quella chiave contro quella cuccia ,Throw
18832,puoi colpire quella cuccia ,Throw
18833,puoi colpire quella cuccia con quella chiave ,Throw
18834,puoi colpire quella cuccia usando quella chiave ,Throw
18835,puoi lanciare quella chiave contro quella cuccia ,Throw
18836,puoi scagliare quella chiave contro quella cuccia ,Throw
18837,puoi scaraventare quella chiave contro quella cuccia ,Throw
18838,potresti colpire quella cuccia ,Throw
18839,potresti colpire quella cuccia con quella chiave ,Throw
18840,potresti colpire quella cuccia usando quella chiave ,Throw
18841,potresti lanciare quella chiave contro quella cuccia ,Throw
18842,potresti scagliare quella chiave contro quella cuccia ,Throw
18843,potresti scaraventare quella chiave contro quella cuccia ,Throw
18844,colpiresti quella cuccia ,Throw
18845,lanceresti quella chiave contro quella cuccia ,Throw
18846,scaglieresti quella chiave contro quella cuccia ,Throw
18847,scaraventeresti quella chiave contro quella cuccia ,Throw
18848,colpisci la cuccia ,Throw
18849,colpisci la cuccia con quella chiave ,Throw
18850,colpisci la cuccia usando quella chiave ,Throw
18851,lancia quella chiave contro la cuccia ,Throw
18852,scaglia quella chiave contro la cuccia ,Throw
18853,scaraventa quella chiave contro la cuccia ,Throw
18854,puoi colpire la cuccia ,Throw
18855,puoi colpire la cuccia con quella chiave ,Throw
18856,puoi colpire la cuccia usando quella chiave ,Throw
18857,puoi lanciare quella chiave contro la cuccia ,Throw
18858,puoi scagliare quella chiave contro la cuccia ,Throw
18859,puoi scaraventare quella chiave contro la cuccia ,Throw
18860,potresti colpire la cuccia ,Throw
18861,potresti colpire la cuccia con quella chiave ,Throw
18862,potresti colpire la cuccia usando quella chiave ,Throw
18863,potresti lanciare quella chiave contro la cuccia ,Throw
18864,potresti scagliare quella chiave contro la cuccia ,Throw
18865,potresti scaraventare quella chiave contro la cuccia ,Throw
18866,colpiresti la cuccia ,Throw
18867,lanceresti quella chiave contro la cuccia ,Throw
18868,scaglieresti quella chiave contro la cuccia ,Throw
18869,scaraventeresti quella chiave contro la cuccia ,Throw
18870,colpisci questa casetta ,Throw
18871,colpisci questa casetta con quella chiave ,Throw
18872,colpisci questa casetta usando quella chiave ,Throw
18873,lancia quella chiave contro questa casetta ,Throw
18874,scaglia quella chiave contro questa casetta ,Throw
18875,scaraventa quella chiave contro questa casetta ,Throw
18876,puoi colpire questa casetta ,Throw
18877,puoi colpire questa casetta con quella chiave ,Throw
18878,puoi colpire questa casetta usando quella chiave ,Throw
18879,puoi lanciare quella chiave contro questa casetta ,Throw
18880,puoi scagliare quella chiave contro questa casetta ,Throw
18881,puoi scaraventare quella chiave contro questa casetta ,Throw
18882,potresti colpire questa casetta ,Throw
18883,potresti colpire questa casetta con quella chiave ,Throw
18884,potresti colpire questa casetta usando quella chiave ,Throw
18885,potresti lanciare quella chiave contro questa casetta ,Throw
18886,potresti scagliare quella chiave contro questa casetta ,Throw
18887,potresti scaraventare quella chiave contro questa casetta ,Throw
18888,colpiresti questa casetta ,Throw
18889,lanceresti quella chiave contro questa casetta ,Throw
18890,scaglieresti quella chiave contro questa casetta ,Throw
18891,scaraventeresti quella chiave contro questa casetta ,Throw
18892,colpisci quella casetta ,Throw
18893,colpisci quella casetta con quella chiave ,Throw
18894,colpisci quella casetta usando quella chiave ,Throw
18895,lancia quella chiave contro quella casetta ,Throw
18896,scaglia quella chiave contro quella casetta ,Throw
18897,scaraventa quella chiave contro quella casetta ,Throw
18898,puoi colpire quella casetta ,Throw
18899,puoi colpire quella casetta con quella chiave ,Throw
18900,puoi colpire quella casetta usando quella chiave ,Throw
18901,puoi lanciare quella chiave contro quella casetta ,Throw
18902,puoi scagliare quella chiave contro quella casetta ,Throw
18903,puoi scaraventare quella chiave contro quella casetta ,Throw
18904,potresti colpire quella casetta ,Throw
18905,potresti colpire quella casetta con quella chiave ,Throw
18906,potresti colpire quella casetta usando quella chiave ,Throw
18907,potresti lanciare quella chiave contro quella casetta ,Throw
18908,potresti scagliare quella chiave contro quella casetta ,Throw
18909,potresti scaraventare quella chiave contro quella casetta ,Throw
18910,colpiresti quella casetta ,Throw
18911,lanceresti quella chiave contro quella casetta ,Throw
18912,scaglieresti quella chiave contro quella casetta ,Throw
18913,scaraventeresti quella chiave contro quella casetta ,Throw
18914,colpisci la casetta ,Throw
18915,colpisci la casetta con quella chiave ,Throw
18916,colpisci la casetta usando quella chiave ,Throw
18917,lancia quella chiave contro la casetta ,Throw
18918,scaglia quella chiave contro la casetta ,Throw
18919,scaraventa quella chiave contro la casetta ,Throw
18920,puoi colpire la casetta ,Throw
18921,puoi colpire la casetta con quella chiave ,Throw
18922,puoi colpire la casetta usando quella chiave ,Throw
18923,puoi lanciare quella chiave contro la casetta ,Throw
18924,puoi scagliare quella chiave contro la casetta ,Throw
18925,puoi scaraventare quella chiave contro la casetta ,Throw
18926,potresti colpire la casetta ,Throw
18927,potresti colpire la casetta con quella chiave ,Throw
18928,potresti colpire la casetta usando quella chiave ,Throw
18929,potresti lanciare quella chiave contro la casetta ,Throw
18930,potresti scagliare quella chiave contro la casetta ,Throw
18931,potresti scaraventare quella chiave contro la casetta ,Throw
18932,colpiresti la casetta ,Throw
18933,lanceresti quella chiave contro la casetta ,Throw
18934,scaglieresti quella chiave contro la casetta ,Throw
18935,scaraventeresti quella chiave contro la casetta ,Throw
18936,colpisci questo cespuglio ,Throw
18937,colpisci questo cespuglio con la chiave ,Throw
18938,colpisci questo cespuglio usando la chiave ,Throw
18939,lancia la chiave contro questo cespuglio ,Throw
18940,scaglia la chiave contro questo cespuglio ,Throw
18941,scaraventa la chiave contro questo cespuglio ,Throw
18942,puoi colpire questo cespuglio ,Throw
18943,puoi colpire questo cespuglio con la chiave ,Throw
18944,puoi colpire questo cespuglio usando la chiave ,Throw
18945,puoi lanciare la chiave contro questo cespuglio ,Throw
18946,puoi scagliare la chiave contro questo cespuglio ,Throw
18947,puoi scaraventare la chiave contro questo cespuglio ,Throw
18948,potresti colpire questo cespuglio ,Throw
18949,potresti colpire questo cespuglio con la chiave ,Throw
18950,potresti colpire questo cespuglio usando la chiave ,Throw
18951,potresti lanciare la chiave contro questo cespuglio ,Throw
18952,potresti scagliare la chiave contro questo cespuglio ,Throw
18953,potresti scaraventare la chiave contro questo cespuglio ,Throw
18954,colpiresti questo cespuglio ,Throw
18955,lanceresti la chiave contro questo cespuglio ,Throw
18956,scaglieresti la chiave contro questo cespuglio ,Throw
18957,scaraventeresti la chiave contro questo cespuglio ,Throw
18958,colpisci quel cespuglio ,Throw
18959,colpisci quel cespuglio con la chiave ,Throw
18960,colpisci quel cespuglio usando la chiave ,Throw
18961,lancia la chiave contro quel cespuglio ,Throw
18962,scaglia la chiave contro quel cespuglio ,Throw
18963,scaraventa la chiave contro quel cespuglio ,Throw
18964,puoi colpire quel cespuglio ,Throw
18965,puoi colpire quel cespuglio con la chiave ,Throw
18966,puoi colpire quel cespuglio usando la chiave ,Throw
18967,puoi lanciare la chiave contro quel cespuglio ,Throw
18968,puoi scagliare la chiave contro quel cespuglio ,Throw
18969,puoi scaraventare la chiave contro quel cespuglio ,Throw
18970,potresti colpire quel cespuglio ,Throw
18971,potresti colpire quel cespuglio con la chiave ,Throw
18972,potresti colpire quel cespuglio usando la chiave ,Throw
18973,potresti lanciare la chiave contro quel cespuglio ,Throw
18974,potresti scagliare la chiave contro quel cespuglio ,Throw
18975,potresti scaraventare la chiave contro quel cespuglio ,Throw
18976,colpiresti quel cespuglio ,Throw
18977,lanceresti la chiave contro quel cespuglio ,Throw
18978,scaglieresti la chiave contro quel cespuglio ,Throw
18979,scaraventeresti la chiave contro quel cespuglio ,Throw
18980,colpisci il cespuglio ,Throw
18981,colpisci il cespuglio con la chiave ,Throw
18982,colpisci il cespuglio usando la chiave ,Throw
18983,lancia la chiave contro il cespuglio ,Throw
18984,scaglia la chiave contro il cespuglio ,Throw
18985,scaraventa la chiave contro il cespuglio ,Throw
18986,puoi colpire il cespuglio ,Throw
18987,puoi colpire il cespuglio con la chiave ,Throw
18988,puoi colpire il cespuglio usando la chiave ,Throw
18989,puoi lanciare la chiave contro il cespuglio ,Throw
18990,puoi scagliare la chiave contro il cespuglio ,Throw
18991,puoi scaraventare la chiave contro il cespuglio ,Throw
18992,potresti colpire il cespuglio ,Throw
18993,potresti colpire il cespuglio con la chiave ,Throw
18994,potresti colpire il cespuglio usando la chiave ,Throw
18995,potresti lanciare la chiave contro il cespuglio ,Throw
18996,potresti scagliare la chiave contro il cespuglio ,Throw
18997,potresti scaraventare la chiave contro il cespuglio ,Throw
18998,colpiresti il cespuglio ,Throw
18999,lanceresti la chiave contro il cespuglio ,Throw
19000,scaglieresti la chiave contro il cespuglio ,Throw
19001,scaraventeresti la chiave contro il cespuglio ,Throw
19002,colpisci questo cespo ,Throw
19003,colpisci questo cespo con la chiave ,Throw
19004,colpisci questo cespo usando la chiave ,Throw
19005,lancia la chiave contro questo cespo ,Throw
19006,scaglia la chiave contro questo cespo ,Throw
19007,scaraventa la chiave contro questo cespo ,Throw
19008,puoi colpire questo cespo ,Throw
19009,puoi colpire questo cespo con la chiave ,Throw
19010,puoi colpire questo cespo usando la chiave ,Throw
19011,puoi lanciare la chiave contro questo cespo ,Throw
19012,puoi scagliare la chiave contro questo cespo ,Throw
19013,puoi scaraventare la chiave contro questo cespo ,Throw
19014,potresti colpire questo cespo ,Throw
19015,potresti colpire questo cespo con la chiave ,Throw
19016,potresti colpire questo cespo usando la chiave ,Throw
19017,potresti lanciare la chiave contro questo cespo ,Throw
19018,potresti scagliare la chiave contro questo cespo ,Throw
19019,potresti scaraventare la chiave contro questo cespo ,Throw
19020,colpiresti questo cespo ,Throw
19021,lanceresti la chiave contro questo cespo ,Throw
19022,scaglieresti la chiave contro questo cespo ,Throw
19023,scaraventeresti la chiave contro questo cespo ,Throw
19024,colpisci quel cespo ,Throw
19025,colpisci quel cespo con la chiave ,Throw
19026,colpisci quel cespo usando la chiave ,Throw
19027,lancia la chiave contro quel cespo ,Throw
19028,scaglia la chiave contro quel cespo ,Throw
19029,scaraventa la chiave contro quel cespo ,Throw
19030,puoi colpire quel cespo ,Throw
19031,puoi colpire quel cespo con la chiave ,Throw
19032,puoi colpire quel cespo usando la chiave ,Throw
19033,puoi lanciare la chiave contro quel cespo ,Throw
19034,puoi scagliare la chiave contro quel cespo ,Throw
19035,puoi scaraventare la chiave contro quel cespo ,Throw
19036,potresti colpire quel cespo ,Throw
19037,potresti colpire quel cespo con la chiave ,Throw
19038,potresti colpire quel cespo usando la chiave ,Throw
19039,potresti lanciare la chiave contro quel cespo ,Throw
19040,potresti scagliare la chiave contro quel cespo ,Throw
19041,potresti scaraventare la chiave contro quel cespo ,Throw
19042,colpiresti quel cespo ,Throw
19043,lanceresti la chiave contro quel cespo ,Throw
19044,scaglieresti la chiave contro quel cespo ,Throw
19045,scaraventeresti la chiave contro quel cespo ,Throw
19046,colpisci il cespo ,Throw
19047,colpisci il cespo con la chiave ,Throw
19048,colpisci il cespo usando la chiave ,Throw
19049,lancia la chiave contro il cespo ,Throw
19050,scaglia la chiave contro il cespo ,Throw
19051,scaraventa la chiave contro il cespo ,Throw
19052,puoi colpire il cespo ,Throw
19053,puoi colpire il cespo con la chiave ,Throw
19054,puoi colpire il cespo usando la chiave ,Throw
19055,puoi lanciare la chiave contro il cespo ,Throw
19056,puoi scagliare la chiave contro il cespo ,Throw
19057,puoi scaraventare la chiave contro il cespo ,Throw
19058,potresti colpire il cespo ,Throw
19059,potresti colpire il cespo con la chiave ,Throw
19060,potresti colpire il cespo usando la chiave ,Throw
19061,potresti lanciare la chiave contro il cespo ,Throw
19062,potresti scagliare la chiave contro il cespo ,Throw
19063,potresti scaraventare la chiave contro il cespo ,Throw
19064,colpiresti il cespo ,Throw
19065,lanceresti la chiave contro il cespo ,Throw
19066,scaglieresti la chiave contro il cespo ,Throw
19067,scaraventeresti la chiave contro il cespo ,Throw
19068,colpisci questa palla ,Throw
19069,colpisci questa palla con la chiave ,Throw
