,text,intent
624,vai in corrispondenza di il falo ,Reach
625,recati dove sta il falo ,Reach
626,recati dove si trova il falo ,Reach
627,recati in corrispondenza di il falo ,Reach
628,andresti dove sta il falo ,Reach
629,andresti dove si trova il falo ,Reach
630,andresti in corrispondenza di il falo ,Reach
631,ti recheresti dove sta il falo ,Reach
632,ti recheresti dove si trova il falo ,Reach
633,ti recheresti in corrispondenza di il falo ,Reach
634,puoi andare dove sta il falo ,Reach
635,puoi andare dove si trova il falo ,Reach
636,puoi andare in corrispondenza di il falo ,Reach
637,potresti andare dove sta il falo ,Reach
638,potresti andare dove si trova il falo ,Reach
639,potresti andare in corrispondenza di il falo ,Reach
640,puoi recarti dove sta il falo ,Reach
641,puoi recarti dove si trova il falo ,Reach
642,puoi recarti in corrispondenza di il falo ,Reach
643,potresti recarti dove sta il falo ,Reach
644,potresti recarti dove si trova il falo ,Reach
645,potresti recarti in corrispondenza di il falo ,Reach
646,puoi raggiungere il falo ,Reach
647,potresti raggiungere il falo ,Reach
648,raggiungi questo fuocherello ,Reach
649,vai dove sta questo fuocherello ,Reach
650,vai dove si trova questo fuocherello ,Reach
651,vai in corrispondenza di questo fuocherello ,Reach
652,recati dove sta questo fuocherello ,Reach
653,recati dove si trova questo fuocherello ,Reach
654,recati in corrispondenza di questo fuocherello ,Reach
655,andresti dove sta questo fuocherello ,Reach
656,andresti dove si trova questo fuocherello ,Reach
657,andresti in corrispondenza di questo fuocherello ,Reach
658,ti recheresti dove sta questo fuocherello ,Reach
659,ti recheresti dove si trova questo fuocherello ,Reach
660,ti recheresti in corrispondenza di questo fuocherello ,Reach
661,puoi andare dove sta questo fuocherello ,Reach
662,puoi andare dove si trova questo fuocherello ,Reach
663,puoi andare in corrispondenza di questo fuocherello ,Reach
664,potresti andare dove sta questo fuocherello ,Reach
665,potresti andare dove si trova questo fuocherello ,Reach
666,potresti andare in corrispondenza di questo fuocherello ,Reach
667,puoi recarti dove sta questo fuocherello ,Reach
668,puoi recarti dove si trova questo fuocherello ,Reach
669,puoi recarti in corrispondenza di questo fuocherello ,Reach
670,potresti recarti dove sta questo fuocherello ,Reach
671,potresti recarti dove si trova questo fuocherello ,Reach
672,potresti recarti in corrispondenza di questo fuocherello ,Reach
673,puoi raggiungere questo fuocherello ,Reach
674,potresti raggiungere questo fuocherello ,Reach
675,raggiungi quel fuocherello ,Reach
676,vai dove sta quel fuocherello ,Reach
677,vai dove si trova quel fuocherello ,Reach
678,vai in corrispondenza di quel fuocherello ,Reach
679,recati dove sta quel fuocherello ,Reach
680,recati dove si trova quel fuocherello ,Reach
681,recati in corrispondenza di quel fuocherello ,Reach
682,andresti dove sta quel fuocherello ,Reach
683,andresti dove si trova quel fuocherello ,Reach
684,andresti in corrispondenza di quel fuocherello ,Reach
685,ti recheresti dove sta quel fuocherello ,Reach
686,ti recheresti dove si trova quel fuocherello ,Reach
687,ti recheresti in corrispondenza di quel fuocherello ,Reach
688,puoi andare dove sta quel fuocherello ,Reach
689,puoi andare dove si trova quel fuocherello ,Reach
690,puoi andare in corrispondenza di quel fuocherello ,Reach
691,potresti andare dove sta quel fuocherello ,Reach
692,potresti andare dove si trova quel fuocherello ,Reach
693,potresti andare in corrispondenza di quel fuocherello ,Reach
694,puoi recarti dove sta quel fuocherello ,Reach
695,puoi recarti dove si trova quel fuocherello ,Reach
696,puoi recarti in corrispondenza di quel fuocherello ,Reach
697,potresti recarti dove sta quel fuocherello ,Reach
698,potresti recarti dove si trova quel fuocherello ,Reach
699,potresti recarti in corrispondenza di quel fuocherello ,Reach
700,puoi raggiungere quel fuocherello ,Reach
2262,raccogli questa palla ,Pick
2263,raccoglieresti questa palla ,Pick
2264,puoi raccogliere questa palla ,Pick
2265,potresti raccogliere questa palla ,Pick
2266,prendi questa palla ,Pick
2267,prenderesti questa palla ,Pick
2268,puoi prendere questa palla ,Pick
2269,potresti prendere questa palla ,Pick
2270,afferra questa palla ,Pick
2271,affereresti questa palla ,Pick
2272,puoi afferrare questa palla ,Pick
2273,potresti afferrare questa palla ,Pick
2274,agguanta questa palla ,Pick
2275,agguanteresti questa palla ,Pick
2276,puoi agguantare questa palla ,Pick
2277,potresti agguantare questa palla ,Pick
2278,raccogli quella palla ,Pick
2279,raccoglieresti quella palla ,Pick
2280,puoi raccogliere quella palla ,Pick
2281,potresti raccogliere quella palla ,Pick
2282,prendi quella palla ,Pick
2283,prenderesti quella palla ,Pick
2284,puoi prendere quella palla ,Pick
2285,potresti prendere quella palla ,Pick
2286,afferra quella palla ,Pick
2287,affereresti quella palla ,Pick
2288,puoi afferrare quella palla ,Pick
2289,potresti afferrare quella palla ,Pick
2290,agguanta quella palla ,Pick
2291,agguanteresti quella palla ,Pick
2292,puoi agguantare quella palla ,Pick
2293,potresti agguantare quella palla ,Pick
2294,raccogli la palla ,Pick
2295,raccoglieresti la palla ,Pick
2296,puoi raccogliere la palla ,Pick
2297,potresti raccogliere la palla ,Pick
2298,prendi la palla ,Pick
2299,prenderesti la palla ,Pick
2300,puoi prendere la palla ,Pick
2301,potresti prendere la palla ,Pick
2302,afferra la palla ,Pick
2303,affereresti la palla ,Pick
2304,puoi afferrare la palla ,Pick
2305,potresti afferrare la palla ,Pick
2306,agguanta la palla ,Pick
2307,agguanteresti la palla ,Pick
2308,puoi agguantare la palla ,Pick
2309,potresti agguantare la palla ,Pick
2310,raccogli questa sfera ,Pick
2311,raccoglieresti questa sfera ,Pick
2312,puoi raccogliere questa sfera ,Pick
2313,potresti raccogliere questa sfera ,Pick
2314,prendi questa sfera ,Pick
2315,prenderesti questa sfera ,Pick
2316,puoi prendere questa sfera ,Pick
2317,potresti prendere questa sfera ,Pick
2318,afferra questa sfera ,Pick
2319,affereresti questa sfera ,Pick
2320,puoi afferrare questa sfera ,Pick
2321,potresti afferrare questa sfera ,Pick
2322,agguanta questa sfera ,Pick
2323,agguanteresti questa sfera ,Pick
2324,puoi agguantare questa sfera ,Pick
2325,potresti agguantare questa sfera ,Pick
2326,raccogli quella sfera ,Pick
2327,raccoglieresti quella sfera ,Pick
2328,puoi raccogliere quella sfera ,Pick
2329,potresti raccogliere quella sfera ,Pick
2330,prendi quella sfera ,Pick
2331,prenderesti quella sfera ,Pick
2332,puoi prendere quella sfera ,Pick
2333,potresti prendere quella sfera ,Pick
2334,afferra quella sfera ,Pick
2335,affereresti quella sfera ,Pick
2336,puoi afferrare quella sfera ,Pick
2337,potresti afferrare quella sfera ,Pick
2338,agguanta quella sfera ,Pick
2339,agguanteresti quella sfera ,Pick
2340,puoi agguantare quella sfera ,Pick
2341,potresti agguantare quella sfera ,Pick
2342,raccogli la sfera ,Pick
2343,raccoglieresti la sfera ,Pick
2344,puoi raccogliere la sfera ,Pick
2345,potresti raccogliere la sfera ,Pick
2346,prendi la sfera ,Pick
2347,prenderesti la sfera ,Pick
2348,puoi prendere la sfera ,Pick
2349,potresti prendere la sfera ,Pick
2350,afferra la sfera ,Pick
2351,affereresti la sfera ,Pick
2352,puoi afferrare la sfera ,Pick
2353,potresti afferrare la sfera ,Pick
2354,agguanta la sfera ,Pick
2355,agguanteresti la sfera ,Pick
2356,puoi agguantare la sfera ,Pick
2357,potresti agguantare la sfera ,Pick
2358,raccogli questo pallone ,Pick
2359,raccoglieresti questo pallone ,Pick
2360,puoi raccogliere questo pallone ,Pick
2361,potresti raccogliere questo pallone ,Pick
2362,prendi questo pallone ,Pick
2363,prenderesti questo pallone ,Pick
2364,puoi prendere questo pallone ,Pick
2365,potresti prendere questo pallone ,Pick
2366,afferra questo pallone ,Pick
2367,affereresti questo pallone ,Pick
2368,puoi afferrare questo pallone ,Pick
2369,potresti afferrare questo pallone ,Pick
2370,agguanta questo pallone ,Pick
2371,agguanteresti questo pallone ,Pick
2372,puoi agguantare questo pallone ,Pick
2373,potresti agguantare questo pallone ,Pick
2374,raccogli quel pallone ,Pick
2375,raccoglieresti quel pallone ,Pick
2376,puoi raccogliere quel pallone ,Pick
2377,potresti raccogliere quel pallone ,Pick
2378,prendi quel pallone ,Pick
2379,prenderesti quel pallone ,Pick
2380,puoi prendere quel pallone ,Pick
2381,potresti prendere quel pallone ,Pick
2382,afferra quel pallone ,Pick
2383,affereresti quel pallone ,Pick
2384,puoi afferrare quel pallone ,Pick
2385,potresti afferrare quel pallone ,Pick
2386,agguanta quel pallone ,Pick
2387,agguanteresti quel pallone ,Pick
2388,puoi agguantare quel pallone ,Pick
2389,potresti agguantare quel pallone ,Pick
2390,raccogli il pallone ,Pick
2391,raccoglieresti il pallone ,Pick
2392,puoi raccogliere il pallone ,Pick
2393,potresti raccogliere il pallone ,Pick
2394,prendi il pallone ,Pick
2395,prenderesti il pallone ,Pick
2396,puoi prendere il pallone ,Pick
2397,potresti prendere il pallone ,Pick
2398,afferra il pallone ,Pick
2399,affereresti il pallone ,Pick
2400,puoi afferrare il pallone ,Pick
2401,potresti afferrare il pallone ,Pick
2402,agguanta il pallone ,Pick
2403,agguanteresti il pallone ,Pick
2404,puoi agguantare il pallone ,Pick
2405,potresti agguantare il pallone ,Pick
2406,raccogli questa chiave ,Pick
2407,raccoglieresti questa chiave ,Pick
2408,puoi raccogliere questa chiave ,Pick
2409,potresti raccogliere questa chiave ,Pick
2410,prendi questa chiave ,Pick
2411,prenderesti questa chiave ,Pick
2412,puoi prendere questa chiave ,Pick
2413,potresti prendere questa chiave ,Pick
2414,afferra questa chiave ,Pick
2415,affereresti questa chiave ,Pick
2416,puoi afferrare questa chiave ,Pick
2417,potresti afferrare questa chiave ,Pick
2418,agguanta questa chiave ,Pick
2419,agguanteresti questa chiave ,Pick
2420,puoi agguantare questa chiave ,Pick
2421,potresti agguantare questa chiave ,Pick
2422,raccogli quella chiave ,Pick
2423,raccoglieresti quella chiave ,Pick
2424,puoi raccogliere quella chiave ,Pick
2425,potresti raccogliere quella chiave ,Pick
2426,prendi quella chiave ,Pick
2427,prenderesti quella chiave ,Pick
2428,puoi prendere quella chiave ,Pick
2429,potresti prendere quella chiave ,Pick
2430,afferra quella chiave ,Pick
2431,affereresti quella chiave ,Pick
2432,puoi afferrare quella chiave ,Pick
2433,potresti afferrare quella chiave ,Pick
2434,agguanta quella chiave ,Pick
2435,agguanteresti quella chiave ,Pick
2436,puoi agguantare quella chiave ,Pick
2437,potresti agguantare quella chiave ,Pick
2438,raccogli la chiave ,Pick
2439,raccoglieresti la chiave ,Pick
2440,puoi raccogliere la chiave ,Pick
2441,potresti raccogliere la chiave ,Pick
2442,prendi la chiave ,Pick
2443,prenderesti la chiave ,Pick
2444,puoi prendere la chiave ,Pick
2445,potresti prendere la chiave ,Pick
2446,afferra la chiave ,Pick
2447,affereresti la chiave ,Pick
2448,puoi afferrare la chiave ,Pick
2449,potresti afferrare la chiave ,Pick
2450,agguanta la chiave ,Pick
2451,agguanteresti la chiave ,Pick
2452,puoi agguantare la chiave ,Pick
2453,potresti agguantare la chiave ,Pick
2454,raccogli queste chiavi ,Pick
2455,raccoglieresti queste chiavi ,Pick
2456,puoi raccogliere queste chiavi ,Pick
2457,potresti raccogliere queste chiavi ,Pick
2458,prendi queste chiavi ,Pick
2459,prenderesti queste chiavi ,Pick
2460,puoi prendere queste chiavi ,Pick
2461,potresti prendere queste chiavi ,Pick
2462,afferra queste chiavi ,Pick
2463,affereresti queste chiavi ,Pick
2464,puoi afferrare queste chiavi ,Pick
2465,potresti afferrare queste chiavi ,Pick
2466,agguanta queste chiavi ,Pick
2467,agguanteresti queste chiavi ,Pick
2468,puoi agguantare queste chiavi ,Pick
2469,potresti agguantare queste chiavi ,Pick
2470,raccogli quelle chiavi ,Pick
2471,raccoglieresti quelle chiavi ,Pick
2472,puoi raccogliere quelle chiavi ,Pick
2473,potresti raccogliere quelle chiavi ,Pick
2474,prendi quelle chiavi ,Pick
2475,prenderesti quelle chiavi ,Pick
2476,puoi prendere quelle chiavi ,Pick
2477,potresti prendere quelle chiavi ,Pick
2478,afferra quelle chiavi ,Pick
2479,affereresti quelle chiavi ,Pick
2480,puoi afferrare quelle chiavi ,Pick
2481,potresti afferrare quelle chiavi ,Pick
2482,agguanta quelle chiavi ,Pick
2483,agguanteresti quelle chiavi ,Pick
2484,puoi agguantare quelle chiavi ,Pick
2485,potresti agguantare quelle chiavi ,Pick
2486,raccogli le chiavi ,Pick
2487,raccoglieresti le chiavi ,Pick
2488,puoi raccogliere le chiavi ,Pick
2489,potresti raccogliere le chiavi ,Pick
2490,prendi le chiavi ,Pick
2491,prenderesti le chiavi ,Pick
2492,puoi prendere le chiavi ,Pick
2493,potresti prendere le chiavi ,Pick
2494,afferra le chiavi ,Pick
2495,affereresti le chiavi ,Pick
2496,puoi afferrare le chiavi ,Pick
2497,potresti afferrare le chiavi ,Pick
2498,agguanta le chiavi ,Pick
2499,agguanteresti le chiavi ,Pick
2500,puoi agguantare le chiavi ,Pick
2501,potresti agguantare le chiavi ,Pick
2502,raccogli questo ramo ,Pick
2503,raccoglieresti questo ramo ,Pick
2504,puoi raccogliere questo ramo ,Pick
2505,potresti raccogliere questo ramo ,Pick
2506,prendi questo ramo ,Pick
2507,prenderesti questo ramo ,Pick
2508,puoi prendere questo ramo ,Pick
2509,potresti prendere questo ramo ,Pick
2510,afferra questo ramo ,Pick
2511,affereresti questo ramo ,Pick
2512,puoi afferrare questo ramo ,Pick
2513,potresti afferrare questo ramo ,Pick
2514,agguanta questo ramo ,Pick
2515,agguanteresti questo ramo ,Pick
2516,puoi agguantare questo ramo ,Pick
2517,potresti agguantare questo ramo ,Pick
2518,raccogli quel ramo ,Pick
2519,raccoglieresti quel ramo ,Pick
2520,puoi raccogliere quel ramo ,Pick
2521,potresti raccogliere quel ramo ,Pick
2522,prendi quel ramo ,Pick
2523,prenderesti quel ramo ,Pick
2524,puoi prendere quel ramo ,Pick
2525,potresti prendere quel ramo ,Pick
2526,afferra quel ramo ,Pick
2527,affereresti quel ramo ,Pick
2528,puoi afferrare quel ramo ,Pick
2529,potresti afferrare quel ramo ,Pick
2530,agguanta quel ramo ,Pick
2531,agguanteresti quel ramo ,Pick
2532,puoi agguantare quel ramo ,Pick
2533,potresti agguantare quel ramo ,Pick
2534,raccogli il ramo ,Pick
2535,raccoglieresti il ramo ,Pick
2536,puoi raccogliere il ramo ,Pick
2537,potresti raccogliere il ramo ,Pick
2538,prendi il ramo ,Pick
2539,prenderesti il ramo ,Pick
2540,puoi prendere il ramo ,Pick
2541,potresti prendere il ramo ,Pick
2542,afferra il ramo ,Pick
2543,affereresti il ramo ,Pick
2544,puoi afferrare il ramo ,Pick
2545,potresti afferrare il ramo ,Pick
2546,agguanta il ramo ,Pick
2547,agguanteresti il ramo ,Pick
2548,puoi agguantare il ramo ,Pick
2549,potresti agguantare il ramo ,Pick
2550,raccogli questo ramoscello ,Pick
2551,raccoglieresti questo ramoscello ,Pick
2552,puoi raccogliere questo ramoscello ,Pick
2553,potresti raccogliere questo ramoscello ,Pick
2554,prendi questo ramoscello ,Pick
2555,prenderesti questo ramoscello ,Pick
2556,puoi prendere questo ramoscello ,Pick
2557,potresti prendere questo ramoscello ,Pick
2558,afferra questo ramoscello ,Pick
2559,affereresti questo ramoscello ,Pick
2560,puoi afferrare questo ramoscello ,Pick
2561,potresti afferrare questo ramoscello ,Pick
2562,agguanta questo ramoscello ,Pick
2563,agguanteresti questo ramoscello ,Pick
2564,puoi agguantare questo ramoscello ,Pick
2565,potresti agguantare questo ramoscello ,Pick
2566,raccogli quel ramoscello ,Pick
2567,raccoglieresti quel ramoscello ,Pick
2568,puoi raccogliere quel ramoscello ,Pick
2569,potresti raccogliere quel ramoscello ,Pick
2570,prendi quel ramoscello ,Pick
2571,prenderesti quel ramoscello ,Pick
2572,puoi prendere quel ramoscello ,Pick
2573,potresti prendere quel ramoscello ,Pick
2574,afferra quel ramoscello ,Pick
2575,affereresti quel ramoscello ,Pick
2576,puoi afferrare quel ramoscello ,Pick
2577,potresti afferrare quel ramoscello ,Pick
2578,agguanta quel ramoscello ,Pick
2579,agguanteresti quel ramoscello ,Pick
2580,puoi agguantare quel ramoscello ,Pick
2581,potresti agguantare quel ramoscello ,Pick
2582,raccogli il ramoscello ,Pick
2583,raccoglieresti il ramoscello ,Pick
2584,puoi raccogliere il ramoscello ,Pick
2585,potresti raccogliere il ramoscello ,Pick
2586,prendi il ramoscello ,Pick
2587,prenderesti il ramoscello ,Pick
2588,puoi prendere il ramoscello ,Pick
2589,potresti prendere il ramoscello ,Pick
2590,afferra il ramoscello ,Pick
2591,affereresti il ramoscello ,Pick
2592,puoi afferrare il ramoscello ,Pick
2593,potresti afferrare il ramoscello ,Pick
2594,agguanta il ramoscello ,Pick
2595,agguanteresti il ramoscello ,Pick
2596,puoi agguantare il ramoscello ,Pick
2597,potresti agguantare il ramoscello ,Pick
2598,raccogli questo rametto ,Pick
2599,raccoglieresti questo rametto ,Pick
2600,puoi raccogliere questo rametto ,Pick
2601,potresti raccogliere questo rametto ,Pick
2602,prendi questo rametto ,Pick
2603,prenderesti questo rametto ,Pick
2604,puoi prendere questo rametto ,Pick
2605,potresti prendere questo rametto ,Pick
2606,afferra questo rametto ,Pick
2607,affereresti questo rametto ,Pick
2608,puoi afferrare questo rametto ,Pick
2609,potresti afferrare questo rametto ,Pick
2610,agguanta questo rametto ,Pick
2611,agguanteresti questo rametto ,Pick
2612,puoi agguantare questo rametto ,Pick
2613,potresti agguantare questo rametto ,Pick
2614,raccogli quel rametto ,Pick
2615,raccoglieresti quel rametto ,Pick
2616,puoi raccogliere quel rametto ,Pick
2617,potresti raccogliere quel rametto ,Pick
2618,prendi quel rametto ,Pick
2619,prenderesti quel rametto ,Pick
2620,puoi prendere quel rametto ,Pick
2621,potresti prendere quel rametto ,Pick
2622,afferra quel rametto ,Pick
2623,affereresti quel rametto ,Pick
2624,puoi afferrare quel rametto ,Pick
2625,potresti afferrare quel rametto ,Pick
2626,agguanta quel rametto ,Pick
2627,agguanteresti quel rametto ,Pick
2628,puoi agguantare quel rametto ,Pick
2629,potresti agguantare quel rametto ,Pick
2630,raccogli il rametto ,Pick
2631,raccoglieresti il rametto ,Pick
2632,puoi raccogliere il rametto ,Pick
2633,potresti raccogliere il rametto ,Pick
2634,prendi il rametto ,Pick
2635,prenderesti il rametto ,Pick
2636,puoi prendere il rametto ,Pick
2637,potresti prendere il rametto ,Pick
2638,afferra il rametto ,Pick
2639,affereresti il rametto ,Pick
2640,puoi afferrare il rametto ,Pick
2641,potresti afferrare il rametto ,Pick
2642,agguanta il rametto ,Pick
2643,agguanteresti il rametto ,Pick
2644,puoi agguantare il rametto ,Pick
2645,potresti agguantare il rametto ,Pick
2646,raccogli questo bastone ,Pick
2647,raccoglieresti questo bastone ,Pick
2648,puoi raccogliere questo bastone ,Pick
2649,potresti raccogliere questo bastone ,Pick
2650,prendi questo bastone ,Pick
2651,prenderesti questo bastone ,Pick
2652,puoi prendere questo bastone ,Pick
2653,potresti prendere questo bastone ,Pick
2654,afferra questo bastone ,Pick
2655,affereresti questo bastone ,Pick
2656,puoi afferrare questo bastone ,Pick
2657,potresti afferrare questo bastone ,Pick
2658,agguanta questo bastone ,Pick
2659,agguanteresti questo bastone ,Pick
2660,puoi agguantare questo bastone ,Pick
2661,potresti agguantare questo bastone ,Pick
2662,raccogli quel bastone ,Pick
2663,raccoglieresti quel bastone ,Pick
2664,puoi raccogliere quel bastone ,Pick
2665,potresti raccogliere quel bastone ,Pick
2666,prendi quel bastone ,Pick
2667,prenderesti quel bastone ,Pick
2668,puoi prendere quel bastone ,Pick
2669,potresti prendere quel bastone ,Pick
2670,afferra quel bastone ,Pick
2671,affereresti quel bastone ,Pick
2672,puoi afferrare quel bastone ,Pick
2673,potresti afferrare quel bastone ,Pick
2674,agguanta quel bastone ,Pick
2675,agguanteresti quel bastone ,Pick
2676,puoi agguantare quel bastone ,Pick
2677,potresti agguantare quel bastone ,Pick
2678,raccogli il bastone ,Pick
2679,raccoglieresti il bastone ,Pick
2680,puoi raccogliere il bastone ,Pick
2681,potresti raccogliere il bastone ,Pick
2682,prendi il bastone ,Pick
2683,prenderesti il bastone ,Pick
2684,puoi prendere il bastone ,Pick
2685,potresti prendere il bastone ,Pick
2686,afferra il bastone ,Pick
2687,affereresti il bastone ,Pick
2688,puoi afferrare il bastone ,Pick
2689,potresti afferrare il bastone ,Pick
2690,agguanta il bastone ,Pick
2691,agguanteresti il bastone ,Pick
2692,puoi agguantare il bastone ,Pick
2693,potresti agguantare il bastone ,Pick
2694,raccogli questa bacchetta ,Pick
2695,raccoglieresti questa bacchetta ,Pick
2696,puoi raccogliere questa bacchetta ,Pick
2697,potresti raccogliere questa bacchetta ,Pick
2698,prendi questa bacchetta ,Pick
2699,prenderesti questa bacchetta ,Pick
2700,puoi prendere questa bacchetta ,Pick
2701,potresti prendere questa bacchetta ,Pick
2702,afferra questa bacchetta ,Pick
2703,affereresti questa bacchetta ,Pick
2704,puoi afferrare questa bacchetta ,Pick
2705,potresti afferrare questa bacchetta ,Pick
2706,agguanta questa bacchetta ,Pick
2707,agguanteresti questa bacchetta ,Pick
2708,puoi agguantare questa bacchetta ,Pick
2709,potresti agguantare questa bacchetta ,Pick
2710,raccogli quella bacchetta ,Pick
2711,raccoglieresti quella bacchetta ,Pick
2712,puoi raccogliere quella bacchetta ,Pick
2713,potresti raccogliere quella bacchetta ,Pick
2714,prendi quella bacchetta ,Pick
2715,prenderesti quella bacchetta ,Pick
2716,puoi prendere quella bacchetta ,Pick
2717,potresti prendere quella bacchetta ,Pick
2718,afferra quella bacchetta ,Pick
2719,affereresti quella bacchetta ,Pick
2720,puoi afferrare quella bacchetta ,Pick
2721,potresti afferrare quella bacchetta ,Pick
2722,agguanta quella bacchetta ,Pick
2723,agguanteresti quella bacchetta ,Pick
2724,puoi agguantare quella bacchetta ,Pick
2725,potresti agguantare quella bacchetta ,Pick
2726,raccogli la bacchetta ,Pick
2727,raccoglieresti la bacchetta ,Pick
2728,puoi raccogliere la bacchetta ,Pick
2729,potresti raccogliere la bacchetta ,Pick
2730,prendi la bacchetta ,Pick
2731,prenderesti la bacchetta ,Pick
2732,puoi prendere la bacchetta ,Pick
2733,potresti prendere la bacchetta ,Pick
2734,afferra la bacchetta ,Pick
2735,affereresti la bacchetta ,Pick
2736,puoi afferrare la bacchetta ,Pick
2737,potresti afferrare la bacchetta ,Pick
2738,agguanta la bacchetta ,Pick
2739,agguanteresti la bacchetta ,Pick
2740,puoi agguantare la bacchetta ,Pick
2741,potresti agguantare la bacchetta ,Pick
2742,raccogli questo osso ,Pick
2743,raccoglieresti questo osso ,Pick
2744,puoi raccogliere questo osso ,Pick
2745,potresti raccogliere questo osso ,Pick
2746,prendi questo osso ,Pick
2747,prenderesti questo osso ,Pick
2748,puoi prendere questo osso ,Pick
2749,potresti prendere questo osso ,Pick
2750,afferra questo osso ,Pick
2751,affereresti questo osso ,Pick
2752,puoi afferrare questo osso ,Pick
2753,potresti afferrare questo osso ,Pick
2754,agguanta questo osso ,Pick
2755,agguanteresti questo osso ,Pick
2756,puoi agguantare questo osso ,Pick
2757,potresti agguantare questo osso ,Pick
2758,raccogli quell osso ,Pick
2759,raccoglieresti quell osso ,Pick
2760,puoi raccogliere quell osso ,Pick
2761,potresti raccogliere quell osso ,Pick
2762,prendi quell osso ,Pick
2934,lascia questa palla ,Leave
2935,lasceresti questa palla ,Leave
2936,puoi lasciare questa palla ,Leave
2937,potresti lasciare questa palla ,Leave
2938,molla questa palla ,Leave
2939,molleresti questa palla ,Leave
2940,puoi mollare questa palla ,Leave
2941,potresti mollare questa palla ,Leave
2942,getta questa palla ,Leave
2943,butta questa palla ,Leave
2944,getteresti questa palla ,Leave
2945,butteresti questa palla ,Leave
2946,puoi gettare questa palla ,Leave
2947,potresti gettare questa palla ,Leave
2948,rilascia questa palla ,Leave
2949,rilasceresti questa palla ,Leave
2950,puoi rilasciare questa palla ,Leave
2951,potresti rilasciare questa palla ,Leave
2952,lascia quella palla ,Leave
2953,lasceresti quella palla ,Leave
2954,puoi lasciare quella palla ,Leave
2955,potresti lasciare quella palla ,Leave
2956,molla quella palla ,Leave
2957,molleresti quella palla ,Leave
2958,puoi mollare quella palla ,Leave
2959,potresti mollare quella palla ,Leave
2960,getta quella palla ,Leave
2961,butta quella palla ,Leave
2962,getteresti quella palla ,Leave
2963,butteresti quella palla ,Leave
2964,puoi gettare quella palla ,Leave
2965,potresti gettare quella palla ,Leave
2966,rilascia quella palla ,Leave
2967,rilasceresti quella palla ,Leave
2968,puoi rilasciare quella palla ,Leave
2969,potresti rilasciare quella palla ,Leave
2970,lascia la palla ,Leave
2971,lasceresti la palla ,Leave
2972,puoi lasciare la palla ,Leave
2973,potresti lasciare la palla ,Leave
2974,molla la palla ,Leave
2975,molleresti la palla ,Leave
2976,puoi mollare la palla ,Leave
2977,potresti mollare la palla ,Leave
2978,getta la palla ,Leave
2979,butta la palla ,Leave
2980,getteresti la palla ,Leave
2981,butteresti la palla ,Leave
2982,puoi gettare la palla ,Leave
2983,potresti gettare la palla ,Leave
2984,rilascia la palla ,Leave
2985,rilasceresti la palla ,Leave
2986,puoi rilasciare la palla ,Leave
2987,potresti rilasciare la palla ,Leave
2988,lascia questa sfera ,Leave
2989,lasceresti questa sfera ,Leave
2990,puoi lasciare questa sfera ,Leave
2991,potresti lasciare questa sfera ,Leave
2992,molla questa sfera ,Leave
2993,molleresti questa sfera ,Leave
2994,puoi mollare questa sfera ,Leave
2995,potresti mollare questa sfera ,Leave
2996,getta questa sfera ,Leave
2997,butta questa sfera ,Leave
2998,getteresti questa sfera ,Leave
2999,butteresti questa sfera ,Leave
3000,puoi gettare questa sfera ,Leave
3001,potresti gettare questa sfera ,Leave
3002,rilascia questa sfera ,Leave
3003,rilasceresti questa sfera ,Leave
3004,puoi rilasciare questa sfera ,Leave
3005,potresti rilasciare questa sfera ,Leave
3006,lascia quella sfera ,Leave
3007,lasceresti quella sfera ,Leave
3008,puoi lasciare quella sfera ,Leave
3009,potresti lasciare quella sfera ,Leave
3010,molla quella sfera ,Leave
3011,molleresti quella sfera ,Leave
3012,puoi mollare quella sfera ,Leave
3013,potresti mollare quella sfera ,Leave
3014,getta quella sfera ,Leave
3015,butta quella sfera ,Leave
3016,getteresti quella sfera ,Leave
3017,butteresti quella sfera ,Leave
3018,puoi gettare quella sfera ,Leave
3019,potresti gettare quella sfera ,Leave
3020,rilascia quella sfera ,Leave
3021,rilasceresti quella sfera ,Leave
3022,puoi rilasciare quella sfera ,Leave
3023,potresti rilasciare quella sfera ,Leave
3024,lascia la sfera ,Leave
3025,lasceresti la sfera ,Leave
3026,puoi lasciare la sfera ,Leave
3027,potresti lasciare la sfera ,Leave
3028,molla la sfera ,Leave
3029,molleresti la sfera ,Leave
3030,puoi mollare la sfera ,Leave
3031,potresti mollare la sfera ,Leave
3032,getta la sfera ,Leave
3033,butta la sfera ,Leave
3034,getteresti la sfera ,Leave
3035,butteresti la sfera ,Leave
3036,puoi gettare la sfera ,Leave
3037,potresti gettare la sfera ,Leave
3038,rilascia la sfera ,Leave
3039,rilasceresti la sfera ,Leave
3040,puoi rilasciare la sfera ,Leave
3041,potresti rilasciare la sfera ,Leave
3042,lascia questo pallone ,Leave
3043,lasceresti questo pallone ,Leave
3044,puoi lasciare questo pallone ,Leave
3045,potresti lasciare questo pallone ,Leave
3046,molla questo pallone ,Leave
3047,molleresti questo pallone ,Leave
3048,puoi mollare questo pallone ,Leave
3049,potresti mollare questo pallone ,Leave
3050,getta questo pallone ,Leave
3051,butta questo pallone ,Leave
3052,getteresti questo pallone ,Leave
3053,butteresti questo pallone ,Leave
3054,puoi gettare questo pallone ,Leave
3055,potresti gettare questo pallone ,Leave
3056,rilascia questo pallone ,Leave
