,sentence_idx,word,tag
4341,724,in,O
4342,724,corrispondenza,O
4343,724,di,O
4344,724,il,O
4345,724,fuocherello,B-ToReach
4346,725,potresti,O
4347,725,recarti,O
4348,725,dove,O
4349,725,sta,O
4350,725,il,O
4351,725,fuocherello,B-ToReach
4352,726,potresti,O
4353,726,recarti,O
4354,726,dove,O
4355,726,si,O
4356,726,trova,O
4357,726,il,O
4358,726,fuocherello,B-ToReach
4359,727,potresti,O
4360,727,recarti,O
4361,727,in,O
4362,727,corrispondenza,O
4363,727,di,O
4364,727,il,O
4365,727,fuocherello,B-ToReach
4366,728,puoi,O
4367,728,raggiungere,O
4368,728,il,O
4369,728,fuocherello,B-ToReach
4370,729,potresti,O
4371,729,raggiungere,O
4372,729,il,O
4373,729,fuocherello,B-ToReach
4374,730,raggiungi,O
4375,730,questa,O
4376,730,fiamma,B-ToReach
4377,731,vai,O
4378,731,dove,O
4379,731,sta,O
4380,731,questa,O
4381,731,fiamma,B-ToReach
4382,732,vai,O
4383,732,dove,O
4384,732,si,O
4385,732,trova,O
4386,732,questa,O
4387,732,fiamma,B-ToReach
4388,733,vai,O
4389,733,in,O
4390,733,corrispondenza,O
4391,733,di,O
4392,733,questa,O
4393,733,fiamma,B-ToReach
4394,734,recati,O
4395,734,dove,O
4396,734,sta,O
4397,734,questa,O
4398,734,fiamma,B-ToReach
4399,735,recati,O
4400,735,dove,O
4401,735,si,O
4402,735,trova,O
4403,735,questa,O
4404,735,fiamma,B-ToReach
4405,736,recati,O
4406,736,in,O
4407,736,corrispondenza,O
4408,736,di,O
4409,736,questa,O
4410,736,fiamma,B-ToReach
4411,737,andresti,O
4412,737,dove,O
4413,737,sta,O
4414,737,questa,O
4415,737,fiamma,B-ToReach
4416,738,andresti,O
4417,738,dove,O
4418,738,si,O
4419,738,trova,O
4420,738,questa,O
4421,738,fiamma,B-ToReach
4422,739,andresti,O
4423,739,in,O
4424,739,corrispondenza,O
4425,739,di,O
4426,739,questa,O
4427,739,fiamma,B-ToReach
4428,740,ti,O
4429,740,recheresti,O
4430,740,dove,O
4431,740,sta,O
4432,740,questa,O
4433,740,fiamma,B-ToReach
4434,741,ti,O
4435,741,recheresti,O
4436,741,dove,O
4437,741,si,O
4438,741,trova,O
4439,741,questa,O
4440,741,fiamma,B-ToReach
4441,742,ti,O
4442,742,recheresti,O
4443,742,in,O
4444,742,corrispondenza,O
4445,742,di,O
4446,742,questa,O
4447,742,fiamma,B-ToReach
4448,743,puoi,O
4449,743,andare,O
4450,743,dove,O
4451,743,sta,O
4452,743,questa,O
4453,743,fiamma,B-ToReach
4454,744,puoi,O
4455,744,andare,O
4456,744,dove,O
4457,744,si,O
4458,744,trova,O
4459,744,questa,O
4460,744,fiamma,B-ToReach
4461,745,puoi,O
4462,745,andare,O
4463,745,in,O
4464,745,corrispondenza,O
4465,745,di,O
4466,745,questa,O
4467,745,fiamma,B-ToReach
4468,746,potresti,O
4469,746,andare,O
4470,746,dove,O
4471,746,sta,O
4472,746,questa,O
4473,746,fiamma,B-ToReach
4474,747,potresti,O
4475,747,andare,O
4476,747,dove,O
4477,747,si,O
4478,747,trova,O
4479,747,questa,O
4480,747,fiamma,B-ToReach
4481,748,potresti,O
4482,748,andare,O
4483,748,in,O
4484,748,corrispondenza,O
4485,748,di,O
4486,748,questa,O
4487,748,fiamma,B-ToReach
4488,749,puoi,O
4489,749,recarti,O
4490,749,dove,O
4491,749,sta,O
4492,749,questa,O
4493,749,fiamma,B-ToReach
4494,750,puoi,O
4495,750,recarti,O
4496,750,dove,O
4497,750,si,O
4498,750,trova,O
4499,750,questa,O
4500,750,fiamma,B-ToReach
4501,751,puoi,O
4502,751,recarti,O
4503,751,in,O
4504,751,corrispondenza,O
4505,751,di,O
4506,751,questa,O
4507,751,fiamma,B-ToReach
4508,752,potresti,O
4509,752,recarti,O
4510,752,dove,O
4511,752,sta,O
4512,752,questa,O
4513,752,fiamma,B-ToReach
4514,753,potresti,O
4515,753,recarti,O
4516,753,dove,O
4517,753,si,O
4518,753,trova,O
4519,753,questa,O
4520,753,fiamma,B-ToReach
4521,754,potresti,O
4522,754,recarti,O
4523,754,in,O
4524,754,corrispondenza,O
4525,754,di,O
4526,754,questa,O
4527,754,fiamma,B-ToReach
4528,755,puoi,O
4529,755,raggiungere,O
4530,755,questa,O
4531,755,fiamma,B-ToReach
4532,756,potresti,O
4533,756,raggiungere,O
4534,756,questa,O
4535,756,fiamma,B-ToReach
4536,757,raggiungi,O
4537,757,quella,O
4538,757,fiamma,B-ToReach
4539,758,vai,O
4540,758,dove,O
4541,758,sta,O
4542,758,quella,O
4543,758,fiamma,B-ToReach
4544,759,vai,O
4545,759,dove,O
4546,759,si,O
4547,759,trova,O
4548,759,quella,O
4549,759,fiamma,B-ToReach
4550,760,vai,O
4551,760,in,O
4552,760,corrispondenza,O
4553,760,di,O
4554,760,quella,O
4555,760,fiamma,B-ToReach
4556,761,recati,O
4557,761,dove,O
4558,761,sta,O
4559,761,quella,O
4560,761,fiamma,B-ToReach
4561,762,recati,O
4562,762,dove,O
4563,762,si,O
4564,762,trova,O
4565,762,quella,O
4566,762,fiamma,B-ToReach
4567,763,recati,O
4568,763,in,O
4569,763,corrispondenza,O
4570,763,di,O
4571,763,quella,O
4572,763,fiamma,B-ToReach
4573,764,andresti,O
4574,764,dove,O
4575,764,sta,O
4576,764,quella,O
4577,764,fiamma,B-ToReach
4578,765,andresti,O
4579,765,dove,O
4580,765,si,O
4581,765,trova,O
4582,765,quella,O
4583,765,fiamma,B-ToReach
4584,766,andresti,O
4585,766,in,O
4586,766,corrispondenza,O
4587,766,di,O
4588,766,quella,O
4589,766,fiamma,B-ToReach
4590,767,ti,O
4591,767,recheresti,O
4592,767,dove,O
4593,767,sta,O
4594,767,quella,O
4595,767,fiamma,B-ToReach
4596,768,ti,O
4597,768,recheresti,O
4598,768,dove,O
4599,768,si,O
4600,768,trova,O
4601,768,quella,O
4602,768,fiamma,B-ToReach
4603,769,ti,O
4604,769,recheresti,O
4605,769,in,O
4606,769,corrispondenza,O
4607,769,di,O
4608,769,quella,O
4609,769,fiamma,B-ToReach
4610,770,puoi,O
4611,770,andare,O
4612,770,dove,O
4613,770,sta,O
4614,770,quella,O
4615,770,fiamma,B-ToReach
4616,771,puoi,O
4617,771,andare,O
4618,771,dove,O
4619,771,si,O
4620,771,trova,O
4621,771,quella,O
4622,771,fiamma,B-ToReach
4623,772,puoi,O
4624,772,andare,O
4625,772,in,O
4626,772,corrispondenza,O
4627,772,di,O
4628,772,quella,O
4629,772,fiamma,B-ToReach
4630,773,potresti,O
4631,773,andare,O
4632,773,dove,O
4633,773,sta,O
4634,773,quella,O
4635,773,fiamma,B-ToReach
4636,774,potresti,O
4637,774,andare,O
4638,774,dove,O
4639,774,si,O
4640,774,trova,O
4641,774,quella,O
4642,774,fiamma,B-ToReach
4643,775,potresti,O
4644,775,andare,O
4645,775,in,O
4646,775,corrispondenza,O
4647,775,di,O
4648,775,quella,O
4649,775,fiamma,B-ToReach
4650,776,puoi,O
4651,776,recarti,O
4652,776,dove,O
4653,776,sta,O
4654,776,quella,O
4655,776,fiamma,B-ToReach
4656,777,puoi,O
4657,777,recarti,O
4658,777,dove,O
4659,777,si,O
4660,777,trova,O
4661,777,quella,O
4662,777,fiamma,B-ToReach
4663,778,puoi,O
4664,778,recarti,O
4665,778,in,O
4666,778,corrispondenza,O
4667,778,di,O
4668,778,quella,O
4669,778,fiamma,B-ToReach
4670,779,potresti,O
4671,779,recarti,O
4672,779,dove,O
4673,779,sta,O
4674,779,quella,O
4675,779,fiamma,B-ToReach
4676,780,potresti,O
4677,780,recarti,O
4678,780,dove,O
4679,780,si,O
4680,780,trova,O
4681,780,quella,O
4682,780,fiamma,B-ToReach
4683,781,potresti,O
4684,781,recarti,O
4685,781,in,O
4686,781,corrispondenza,O
4687,781,di,O
4688,781,quella,O
4689,781,fiamma,B-ToReach
4690,782,puoi,O
4691,782,raggiungere,O
4692,782,quella,O
4693,782,fiamma,B-ToReach
4694,783,potresti,O
4695,783,raggiungere,O
4696,783,quella,O
4697,783,fiamma,B-ToReach
4698,784,raggiungi,O
4699,784,la,O
4700,784,fiamma,B-ToReach
4701,785,vai,O
4702,785,dove,O
4703,785,sta,O
4704,785,la,O
4705,785,fiamma,B-ToReach
4706,786,vai,O
4707,786,dove,O
4708,786,si,O
4709,786,trova,O
4710,786,la,O
4711,786,fiamma,B-ToReach
13538,2263,raccogli,O
13539,2263,questa,O
13540,2263,palla,B-ToPick
13541,2264,raccoglieresti,O
13542,2264,questa,O
13543,2264,palla,B-ToPick
13544,2265,puoi,O
13545,2265,raccogliere,O
13546,2265,questa,O
13547,2265,palla,B-ToPick
13548,2266,potresti,O
13549,2266,raccogliere,O
13550,2266,questa,O
13551,2266,palla,B-ToPick
13552,2267,prendi,O
13553,2267,questa,O
13554,2267,palla,B-ToPick
13555,2268,prenderesti,O
13556,2268,questa,O
13557,2268,palla,B-ToPick
13558,2269,puoi,O
13559,2269,prendere,O
13560,2269,questa,O
13561,2269,palla,B-ToPick
13562,2270,potresti,O
13563,2270,prendere,O
13564,2270,questa,O
13565,2270,palla,B-ToPick
13566,2271,afferra,O
13567,2271,questa,O
13568,2271,palla,B-ToPick
13569,2272,affereresti,O
13570,2272,questa,O
13571,2272,palla,B-ToPick
13572,2273,puoi,O
13573,2273,afferrare,O
13574,2273,questa,O
13575,2273,palla,B-ToPick
13576,2274,potresti,O
13577,2274,afferrare,O
13578,2274,questa,O
13579,2274,palla,B-ToPick
13580,2275,agguanta,O
13581,2275,questa,O
13582,2275,palla,B-ToPick
13583,2276,agguanteresti,O
13584,2276,questa,O
13585,2276,palla,B-ToPick
13586,2277,puoi,O
13587,2277,agguantare,O
13588,2277,questa,O
13589,2277,palla,B-ToPick
13590,2278,potresti,O
13591,2278,agguantare,O
13592,2278,questa,O
13593,2278,palla,B-ToPick
13594,2279,raccogli,O
13595,2279,quella,O
13596,2279,palla,B-ToPick
13597,2280,raccoglieresti,O
13598,2280,quella,O
13599,2280,palla,B-ToPick
13600,2281,puoi,O
13601,2281,raccogliere,O
13602,2281,quella,O
13603,2281,palla,B-ToPick
13604,2282,potresti,O
13605,2282,raccogliere,O
13606,2282,quella,O
13607,2282,palla,B-ToPick
13608,2283,prendi,O
13609,2283,quella,O
13610,2283,palla,B-ToPick
13611,2284,prenderesti,O
13612,2284,quella,O
13613,2284,palla,B-ToPick
13614,2285,puoi,O
13615,2285,prendere,O
13616,2285,quella,O
13617,2285,palla,B-ToPick
13618,2286,potresti,O
13619,2286,prendere,O
13620,2286,quella,O
13621,2286,palla,B-ToPick
13622,2287,afferra,O
13623,2287,quella,O
13624,2287,palla,B-ToPick
13625,2288,affereresti,O
13626,2288,quella,O
13627,2288,palla,B-ToPick
13628,2289,puoi,O
13629,2289,afferrare,O
13630,2289,quella,O
13631,2289,palla,B-ToPick
13632,2290,potresti,O
13633,2290,afferrare,O
13634,2290,quella,O
13635,2290,palla,B-ToPick
13636,2291,agguanta,O
13637,2291,quella,O
13638,2291,palla,B-ToPick
13639,2292,agguanteresti,O
13640,2292,quella,O
13641,2292,palla,B-ToPick
13642,2293,puoi,O
13643,2293,agguantare,O
13644,2293,quella,O
13645,2293,palla,B-ToPick
13646,2294,potresti,O
13647,2294,agguantare,O
13648,2294,quella,O
13649,2294,palla,B-ToPick
13650,2295,raccogli,O
13651,2295,la,O
13652,2295,palla,B-ToPick
13653,2296,raccoglieresti,O
13654,2296,la,O
13655,2296,palla,B-ToPick
13656,2297,puoi,O
13657,2297,raccogliere,O
13658,2297,la,O
13659,2297,palla,B-ToPick
13660,2298,potresti,O
13661,2298,raccogliere,O
13662,2298,la,O
13663,2298,palla,B-ToPick
13664,2299,prendi,O
13665,2299,la,O
13666,2299,palla,B-ToPick
13667,2300,prenderesti,O
13668,2300,la,O
13669,2300,palla,B-ToPick
13670,2301,puoi,O
13671,2301,prendere,O
13672,2301,la,O
13673,2301,palla,B-ToPick
13674,2302,potresti,O
13675,2302,prendere,O
13676,2302,la,O
13677,2302,palla,B-ToPick
13678,2303,afferra,O
13679,2303,la,O
13680,2303,palla,B-ToPick
13681,2304,affereresti,O
13682,2304,la,O
13683,2304,palla,B-ToPick
13684,2305,puoi,O
13685,2305,afferrare,O
13686,2305,la,O
13687,2305,palla,B-ToPick
13688,2306,potresti,O
13689,2306,afferrare,O
13690,2306,la,O
13691,2306,palla,B-ToPick
13692,2307,agguanta,O
13693,2307,la,O
13694,2307,palla,B-ToPick
13695,2308,agguanteresti,O
13696,2308,la,O
13697,2308,palla,B-ToPick
13698,2309,puoi,O
13699,2309,agguantare,O
13700,2309,la,O
13701,2309,palla,B-ToPick
13702,2310,potresti,O
13703,2310,agguantare,O
13704,2310,la,O
13705,2310,palla,B-ToPick
13706,2311,raccogli,O
13707,2311,questa,O
13708,2311,sfera,B-ToPick
13709,2312,raccoglieresti,O
13710,2312,questa,O
13711,2312,sfera,B-ToPick
13712,2313,puoi,O
13713,2313,raccogliere,O
13714,2313,questa,O
13715,2313,sfera,B-ToPick
13716,2314,potresti,O
13717,2314,raccogliere,O
13718,2314,questa,O
13719,2314,sfera,B-ToPick
13720,2315,prendi,O
13721,2315,questa,O
13722,2315,sfera,B-ToPick
13723,2316,prenderesti,O
13724,2316,questa,O
13725,2316,sfera,B-ToPick
13726,2317,puoi,O
13727,2317,prendere,O
13728,2317,questa,O
13729,2317,sfera,B-ToPick
13730,2318,potresti,O
13731,2318,prendere,O
13732,2318,questa,O
13733,2318,sfera,B-ToPick
13734,2319,afferra,O
13735,2319,questa,O
13736,2319,sfera,B-ToPick
13737,2320,affereresti,O
13738,2320,questa,O
13739,2320,sfera,B-ToPick
13740,2321,puoi,O
13741,2321,afferrare,O
13742,2321,questa,O
13743,2321,sfera,B-ToPick
13744,2322,potresti,O
13745,2322,afferrare,O
13746,2322,questa,O
13747,2322,sfera,B-ToPick
13748,2323,agguanta,O
13749,2323,questa,O
13750,2323,sfera,B-ToPick
13751,2324,agguanteresti,O
13752,2324,questa,O
13753,2324,sfera,B-ToPick
13754,2325,puoi,O
13755,2325,agguantare,O
13756,2325,questa,O
13757,2325,sfera,B-ToPick
13758,2326,potresti,O
13759,2326,agguantare,O
13760,2326,questa,O
13761,2326,sfera,B-ToPick
13762,2327,raccogli,O
13763,2327,quella,O
13764,2327,sfera,B-ToPick
13765,2328,raccoglieresti,O
13766,2328,quella,O
13767,2328,sfera,B-ToPick
13768,2329,puoi,O
13769,2329,raccogliere,O
13770,2329,quella,O
13771,2329,sfera,B-ToPick
13772,2330,potresti,O
13773,2330,raccogliere,O
13774,2330,quella,O
13775,2330,sfera,B-ToPick
13776,2331,prendi,O
13777,2331,quella,O
13778,2331,sfera,B-ToPick
13779,2332,prenderesti,O
13780,2332,quella,O
13781,2332,sfera,B-ToPick
13782,2333,puoi,O
13783,2333,prendere,O
13784,2333,quella,O
13785,2333,sfera,B-ToPick
13786,2334,potresti,O
13787,2334,prendere,O
13788,2334,quella,O
13789,2334,sfera,B-ToPick
13790,2335,afferra,O
13791,2335,quella,O
13792,2335,sfera,B-ToPick
13793,2336,affereresti,O
13794,2336,quella,O
13795,2336,sfera,B-ToPick
13796,2337,puoi,O
13797,2337,afferrare,O
13798,2337,quella,O
13799,2337,sfera,B-ToPick
13800,2338,potresti,O
13801,2338,afferrare,O
13802,2338,quella,O
13803,2338,sfera,B-ToPick
13804,2339,agguanta,O
13805,2339,quella,O
13806,2339,sfera,B-ToPick
13807,2340,agguanteresti,O
13808,2340,quella,O
13809,2340,sfera,B-ToPick
13810,2341,puoi,O
13811,2341,agguantare,O
13812,2341,quella,O
13813,2341,sfera,B-ToPick
13814,2342,potresti,O
13815,2342,agguantare,O
13816,2342,quella,O
13817,2342,sfera,B-ToPick
13818,2343,raccogli,O
13819,2343,la,O
13820,2343,sfera,B-ToPick
13821,2344,raccoglieresti,O
13822,2344,la,O
13823,2344,sfera,B-ToPick
13824,2345,puoi,O
13825,2345,raccogliere,O
13826,2345,la,O
13827,2345,sfera,B-ToPick
13828,2346,potresti,O
13829,2346,raccogliere,O
13830,2346,la,O
13831,2346,sfera,B-ToPick
13832,2347,prendi,O
13833,2347,la,O
13834,2347,sfera,B-ToPick
13835,2348,prenderesti,O
13836,2348,la,O
13837,2348,sfera,B-ToPick
13838,2349,puoi,O
13839,2349,prendere,O
13840,2349,la,O
13841,2349,sfera,B-ToPick
13842,2350,potresti,O
13843,2350,prendere,O
13844,2350,la,O
13845,2350,sfera,B-ToPick
13846,2351,afferra,O
13847,2351,la,O
13848,2351,sfera,B-ToPick
13849,2352,affereresti,O
13850,2352,la,O
13851,2352,sfera,B-ToPick
13852,2353,puoi,O
13853,2353,afferrare,O
13854,2353,la,O
13855,2353,sfera,B-ToPick
13856,2354,potresti,O
13857,2354,afferrare,O
13858,2354,la,O
13859,2354,sfera,B-ToPick
13860,2355,agguanta,O
13861,2355,la,O
13862,2355,sfera,B-ToPick
13863,2356,agguanteresti,O
13864,2356,la,O
13865,2356,sfera,B-ToPick
13866,2357,puoi,O
13867,2357,agguantare,O
13868,2357,la,O
13869,2357,sfera,B-ToPick
13870,2358,potresti,O
13871,2358,agguantare,O
13872,2358,la,O
13873,2358,sfera,B-ToPick
13874,2359,raccogli,O
13875,2359,questo,O
13876,2359,pallone,B-ToPick
13877,2360,raccoglieresti,O
13878,2360,questo,O
13879,2360,pallone,B-ToPick
13880,2361,puoi,O
13881,2361,raccogliere,O
13882,2361,questo,O
13883,2361,pallone,B-ToPick
13884,2362,potresti,O
13885,2362,raccogliere,O
13886,2362,questo,O
13887,2362,pallone,B-ToPick
13888,2363,prendi,O
13889,2363,questo,O
13890,2363,pallone,B-ToPick
13891,2364,prenderesti,O
13892,2364,questo,O
13893,2364,pallone,B-ToPick
13894,2365,puoi,O
13895,2365,prendere,O
13896,2365,questo,O
13897,2365,pallone,B-ToPick
13898,2366,potresti,O
13899,2366,prendere,O
13900,2366,questo,O
13901,2366,pallone,B-ToPick
13902,2367,afferra,O
13903,2367,questo,O
13904,2367,pallone,B-ToPick
13905,2368,affereresti,O
13906,2368,questo,O
13907,2368,pallone,B-ToPick
13908,2369,puoi,O
13909,2369,afferrare,O
13910,2369,questo,O
13911,2369,pallone,B-ToPick
13912,2370,potresti,O
13913,2370,afferrare,O
13914,2370,questo,O
13915,2370,pallone,B-ToPick
13916,2371,agguanta,O
13917,2371,questo,O
13918,2371,pallone,B-ToPick
13919,2372,agguanteresti,O
13920,2372,questo,O
13921,2372,pallone,B-ToPick
13922,2373,puoi,O
13923,2373,agguantare,O
13924,2373,questo,O
13925,2373,pallone,B-ToPick
13926,2374,potresti,O
13927,2374,agguantare,O
13928,2374,questo,O
13929,2374,pallone,B-ToPick
13930,2375,raccogli,O
13931,2375,quel,O
13932,2375,pallone,B-ToPick
13933,2376,raccoglieresti,O
13934,2376,quel,O
13935,2376,pallone,B-ToPick
13936,2377,puoi,O
13937,2377,raccogliere,O
13938,2377,quel,O
13939,2377,pallone,B-ToPick
13940,2378,potresti,O
13941,2378,raccogliere,O
13942,2378,quel,O
13943,2378,pallone,B-ToPick
13944,2379,prendi,O
13945,2379,quel,O
13946,2379,pallone,B-ToPick
13947,2380,prenderesti,O
13948,2380,quel,O
13949,2380,pallone,B-ToPick
13950,2381,puoi,O
13951,2381,prendere,O
13952,2381,quel,O
13953,2381,pallone,B-ToPick
13954,2382,potresti,O
13955,2382,prendere,O
13956,2382,quel,O
13957,2382,pallone,B-ToPick
13958,2383,afferra,O
13959,2383,quel,O
13960,2383,pallone,B-ToPick
13961,2384,affereresti,O
13962,2384,quel,O
13963,2384,pallone,B-ToPick
13964,2385,puoi,O
13965,2385,afferrare,O
13966,2385,quel,O
13967,2385,pallone,B-ToPick
13968,2386,potresti,O
13969,2386,afferrare,O
13970,2386,quel,O
13971,2386,pallone,B-ToPick
13972,2387,agguanta,O
13973,2387,quel,O
13974,2387,pallone,B-ToPick
13975,2388,agguanteresti,O
13976,2388,quel,O
13977,2388,pallone,B-ToPick
13978,2389,puoi,O
13979,2389,agguantare,O
13980,2389,quel,O
13981,2389,pallone,B-ToPick
13982,2390,potresti,O
13983,2390,agguantare,O
13984,2390,quel,O
13985,2390,pallone,B-ToPick
13986,2391,raccogli,O
13987,2391,il,O
13988,2391,pallone,B-ToPick
13989,2392,raccoglieresti,O
13990,2392,il,O
13991,2392,pallone,B-ToPick
13992,2393,puoi,O
13993,2393,raccogliere,O
13994,2393,il,O
13995,2393,pallone,B-ToPick
13996,2394,potresti,O
13997,2394,raccogliere,O
13998,2394,il,O
13999,2394,pallone,B-ToPick
14000,2395,prendi,O
14001,2395,il,O
14002,2395,pallone,B-ToPick
14003,2396,prenderesti,O
14004,2396,il,O
14005,2396,pallone,B-ToPick
14006,2397,puoi,O
14007,2397,prendere,O
14008,2397,il,O
14009,2397,pallone,B-ToPick
14010,2398,potresti,O
14011,2398,prendere,O
14012,2398,il,O
14013,2398,pallone,B-ToPick
14014,2399,afferra,O
14015,2399,il,O
14016,2399,pallone,B-ToPick
14017,2400,affereresti,O
14018,2400,il,O
14019,2400,pallone,B-ToPick
14020,2401,puoi,O
14021,2401,afferrare,O
14022,2401,il,O
14023,2401,pallone,B-ToPick
14024,2402,potresti,O
14025,2402,afferrare,O
14026,2402,il,O
14027,2402,pallone,B-ToPick
14028,2403,agguanta,O
14029,2403,il,O
14030,2403,pallone,B-ToPick
14031,2404,agguanteresti,O
14032,2404,il,O
14033,2404,pallone,B-ToPick
14034,2405,puoi,O
14035,2405,agguantare,O
14036,2405,il,O
14037,2405,pallone,B-ToPick
14038,2406,potresti,O
14039,2406,agguantare,O
14040,2406,il,O
14041,2406,pallone,B-ToPick
14042,2407,raccogli,O
14043,2407,questa,O
14044,2407,chiave,B-ToPick
14045,2408,raccoglieresti,O
14046,2408,questa,O
14047,2408,chiave,B-ToPick
14048,2409,puoi,O
14049,2409,raccogliere,O
14050,2409,questa,O
14051,2409,chiave,B-ToPick
14052,2410,potresti,O
14053,2410,raccogliere,O
14054,2410,questa,O
14055,2410,chiave,B-ToPick
14056,2411,prendi,O
14057,2411,questa,O
14058,2411,chiave,B-ToPick
14059,2412,prenderesti,O
14060,2412,questa,O
14061,2412,chiave,B-ToPick
14062,2413,puoi,O
14063,2413,prendere,O
14064,2413,questa,O
14065,2413,chiave,B-ToPick
14066,2414,potresti,O
14067,2414,prendere,O
14068,2414,questa,O
14069,2414,chiave,B-ToPick
14070,2415,afferra,O
14071,2415,questa,O
14072,2415,chiave,B-ToPick
14073,2416,affereresti,O
14074,2416,questa,O
14075,2416,chiave,B-ToPick
14076,2417,puoi,O
14077,2417,afferrare,O
14078,2417,questa,O
14079,2417,chiave,B-ToPick
14080,2418,potresti,O
14081,2418,afferrare,O
14082,2418,questa,O
14083,2418,chiave,B-ToPick
14084,2419,agguanta,O
14085,2419,questa,O
14086,2419,chiave,B-ToPick
14087,2420,agguanteresti,O
14088,2420,questa,O
14089,2420,chiave,B-ToPick
14090,2421,puoi,O
14091,2421,agguantare,O
14092,2421,questa,O
14093,2421,chiave,B-ToPick
14094,2422,potresti,O
14095,2422,agguantare,O
14096,2422,questa,O
14097,2422,chiave,B-ToPick
14098,2423,raccogli,O
14099,2423,quella,O
14100,2423,chiave,B-ToPick
14101,2424,raccoglieresti,O
14102,2424,quella,O
14103,2424,chiave,B-ToPick
14104,2425,puoi,O
14105,2425,raccogliere,O
14106,2425,quella,O
14107,2425,chiave,B-ToPick
14108,2426,potresti,O
14109,2426,raccogliere,O
14110,2426,quella,O
14111,2426,chiave,B-ToPick
14112,2427,prendi,O
14113,2427,quella,O
14114,2427,chiave,B-ToPick
14115,2428,prenderesti,O
14116,2428,quella,O
14117,2428,chiave,B-ToPick
14118,2429,puoi,O
14119,2429,prendere,O
14120,2429,quella,O
14121,2429,chiave,B-ToPick
14122,2430,potresti,O
14123,2430,prendere,O
14124,2430,quella,O
14125,2430,chiave,B-ToPick
14126,2431,afferra,O
14127,2431,quella,O
14128,2431,chiave,B-ToPick
14129,2432,affereresti,O
14130,2432,quella,O
14131,2432,chiave,B-ToPick
14132,2433,puoi,O
14133,2433,afferrare,O
14134,2433,quella,O
14135,2433,chiave,B-ToPick
14136,2434,potresti,O
14137,2434,afferrare,O
14138,2434,quella,O
14139,2434,chiave,B-ToPick
14140,2435,agguanta,O
14141,2435,quella,O
14142,2435,chiave,B-ToPick
14143,2436,agguanteresti,O
14144,2436,quella,O
14145,2436,chiave,B-ToPick
14146,2437,puoi,O
14147,2437,agguantare,O
14148,2437,quella,O
14149,2437,chiave,B-ToPick
14150,2438,potresti,O
14151,2438,agguantare,O
14152,2438,quella,O
14153,2438,chiave,B-ToPick
14154,2439,raccogli,O
14155,2439,la,O
14156,2439,chiave,B-ToPick
14157,2440,raccoglieresti,O
14158,2440,la,O
14159,2440,chiave,B-ToPick
14160,2441,puoi,O
14161,2441,raccogliere,O
14162,2441,la,O
14163,2441,chiave,B-ToPick
14164,2442,potresti,O
14165,2442,raccogliere,O
14166,2442,la,O
14167,2442,chiave,B-ToPick
14168,2443,prendi,O
14169,2443,la,O
14170,2443,chiave,B-ToPick
14171,2444,prenderesti,O
14172,2444,la,O
14173,2444,chiave,B-ToPick
14174,2445,puoi,O
14175,2445,prendere,O
14176,2445,la,O
14177,2445,chiave,B-ToPick
14178,2446,potresti,O
14179,2446,prendere,O
14180,2446,la,O
14181,2446,chiave,B-ToPick
14182,2447,afferra,O
14183,2447,la,O
14184,2447,chiave,B-ToPick
14185,2448,affereresti,O
14186,2448,la,O
14187,2448,chiave,B-ToPick
14188,2449,puoi,O
14189,2449,afferrare,O
14190,2449,la,O
14191,2449,chiave,B-ToPick
14192,2450,potresti,O
14193,2450,afferrare,O
14194,2450,la,O
14195,2450,chiave,B-ToPick
14196,2451,agguanta,O
14197,2451,la,O
14198,2451,chiave,B-ToPick
14199,2452,agguanteresti,O
14200,2452,la,O
14201,2452,chiave,B-ToPick
14202,2453,puoi,O
14203,2453,agguantare,O
14204,2453,la,O
14205,2453,chiave,B-ToPick
14206,2454,potresti,O
14207,2454,agguantare,O
14208,2454,la,O
14209,2454,chiave,B-ToPick
14210,2455,raccogli,O
14211,2455,queste,O
14212,2455,chiavi,B-ToPick
14213,2456,raccoglieresti,O
14214,2456,queste,O
14215,2456,chiavi,B-ToPick
14216,2457,puoi,O
14217,2457,raccogliere,O
14218,2457,queste,O
14219,2457,chiavi,B-ToPick
14220,2458,potresti,O
14221,2458,raccogliere,O
14222,2458,queste,O
14223,2458,chiavi,B-ToPick
14224,2459,prendi,O
14225,2459,queste,O
14226,2459,chiavi,B-ToPick
14227,2460,prenderesti,O
14228,2460,queste,O
14229,2460,chiavi,B-ToPick
14230,2461,puoi,O
14231,2461,prendere,O
14232,2461,queste,O
14233,2461,chiavi,B-ToPick
14234,2462,potresti,O
14235,2462,prendere,O
14236,2462,queste,O
14237,2462,chiavi,B-ToPick
14238,2463,afferra,O
14239,2463,queste,O
14240,2463,chiavi,B-ToPick
14241,2464,affereresti,O
14242,2464,queste,O
14243,2464,chiavi,B-ToPick
14244,2465,puoi,O
14245,2465,afferrare,O
14246,2465,queste,O
14247,2465,chiavi,B-ToPick
14248,2466,potresti,O
14249,2466,afferrare,O
14250,2466,queste,O
14251,2466,chiavi,B-ToPick
14252,2467,agguanta,O
14253,2467,queste,O
14254,2467,chiavi,B-ToPick
14255,2468,agguanteresti,O
14256,2468,queste,O
14257,2468,chiavi,B-ToPick
14258,2469,puoi,O
14259,2469,agguantare,O
14260,2469,queste,O
14261,2469,chiavi,B-ToPick
14262,2470,potresti,O
14263,2470,agguantare,O
14264,2470,queste,O
